,UserID,MovieID,Rating,Timestamp
0,1,1193.0,5.0,978300760
1,1,661.0,3.0,978302109
2,1,914.0,3.0,978301968
3,1,3408.0,4.0,978300275
4,1,2355.0,5.0,978824291
5,1,1197.0,3.0,978302268
6,1,1287.0,5.0,978302039
7,1,2804.0,5.0,978300719
8,1,594.0,4.0,978302268
9,1,919.0,4.0,978301368
10,1,595.0,5.0,978824268
11,1,938.0,4.0,978301752
12,1,2398.0,4.0,978302281
13,1,2918.0,4.0,978302124
14,1,1035.0,5.0,978301753
15,1,2791.0,4.0,978302188
16,1,2687.0,3.0,978824268
17,1,2018.0,4.0,978301777
18,1,3105.0,5.0,978301713
19,1,2797.0,4.0,978302039
20,1,2321.0,3.0,978302205
21,1,720.0,3.0,978300760
22,1,1270.0,5.0,978300055
23,1,527.0,5.0,978824195
24,1,2340.0,3.0,978300103
25,1,48.0,5.0,978824351
26,1,1097.0,4.0,978301953
27,1,1721.0,4.0,978300055
28,1,1545.0,4.0,978824139
29,1,745.0,3.0,978824268
30,1,2294.0,4.0,978824291
31,1,3186.0,4.0,978300019
32,1,1566.0,4.0,978824330
33,1,588.0,4.0,978824268
34,1,1907.0,4.0,978824330
35,1,783.0,4.0,978824291
36,1,1836.0,5.0,978300172
37,1,1022.0,5.0,978300055
38,1,2762.0,4.0,978302091
39,1,150.0,5.0,978301777
40,1,1.0,5.0,978824268
41,1,1961.0,5.0,978301590
42,1,1962.0,4.0,978301753
43,1,2692.0,4.0,978301570
44,1,260.0,4.0,978300760
45,1,1028.0,5.0,978301777
46,1,1029.0,5.0,978302205
47,1,1207.0,4.0,978300719
48,1,2028.0,5.0,978301619
49,1,531.0,4.0,978302149
50,1,3114.0,4.0,978302174
51,1,608.0,4.0,978301398
52,1,1246.0,4.0,978302091
53,2,1357.0,5.0,978298709
54,2,3068.0,4.0,978299000
55,2,1537.0,4.0,978299620
56,2,647.0,3.0,978299351
57,2,2194.0,4.0,978299297
58,2,648.0,4.0,978299913
59,2,2268.0,5.0,978299297
60,2,2628.0,3.0,978300051
61,2,1103.0,3.0,978298905
62,2,2916.0,3.0,978299809
63,2,3468.0,5.0,978298542
64,2,1210.0,4.0,978298151
65,2,1792.0,3.0,978299941
66,2,1687.0,3.0,978300174
67,2,1213.0,2.0,978298458
68,2,3578.0,5.0,978298958
69,2,2881.0,3.0,978300002
70,2,3030.0,4.0,978298434
71,2,1217.0,3.0,978298151
72,2,3105.0,4.0,978298673
73,2,434.0,2.0,978300174
74,2,2126.0,3.0,978300123
75,2,3107.0,2.0,978300002
76,2,3108.0,3.0,978299712
77,2,3035.0,4.0,978298625
78,2,1253.0,3.0,978299120
79,2,1610.0,5.0,978299809
80,2,292.0,3.0,978300123
81,2,2236.0,5.0,978299220
82,2,3071.0,4.0,978299120
83,2,902.0,2.0,978298905
84,2,368.0,4.0,978300002
85,2,1259.0,5.0,978298841
86,2,3147.0,5.0,978298652
87,2,1544.0,4.0,978300174
88,2,1293.0,5.0,978298261
89,2,1188.0,4.0,978299620
90,2,3255.0,4.0,978299321
91,2,3256.0,2.0,978299839
92,2,3257.0,3.0,978300073
93,2,110.0,5.0,978298625
94,2,2278.0,3.0,978299889
95,2,2490.0,3.0,978299966
96,2,1834.0,4.0,978298813
97,2,3471.0,5.0,978298814
98,2,589.0,4.0,978299773
99,2,1690.0,3.0,978300051
100,2,3654.0,3.0,978298814
101,2,2852.0,3.0,978298958
102,2,1945.0,5.0,978298458
103,2,982.0,4.0,978299269
104,2,1873.0,4.0,978298542
105,2,2858.0,4.0,978298434
106,2,1225.0,5.0,978298391
107,2,2028.0,4.0,978299773
108,2,515.0,5.0,978298542
109,2,442.0,3.0,978300025
110,2,2312.0,3.0,978299046
111,2,265.0,4.0,978299026
112,2,1408.0,3.0,978299839
113,2,1084.0,3.0,978298813
114,2,3699.0,2.0,978299173
115,2,480.0,5.0,978299809
116,2,1442.0,4.0,978299297
117,2,2067.0,5.0,978298625
118,2,1265.0,3.0,978299712
119,2,1370.0,5.0,978299889
120,2,1193.0,5.0,978298413
121,2,1801.0,3.0,978300002
122,2,1372.0,3.0,978299941
123,2,2353.0,4.0,978299861
124,2,3334.0,4.0,978298958
125,2,2427.0,2.0,978299913
126,2,590.0,5.0,978299083
127,2,1196.0,5.0,978298730
128,2,1552.0,3.0,978299941
129,2,736.0,4.0,978300100
130,2,1198.0,4.0,978298124
131,2,593.0,5.0,978298517
132,2,2359.0,3.0,978299666
133,2,95.0,2.0,978300143
134,2,2717.0,3.0,978298196
135,2,2571.0,4.0,978299773
136,2,1917.0,3.0,978300174
137,2,2396.0,4.0,978299641
138,2,3735.0,3.0,978298814
139,2,1953.0,4.0,978298775
140,2,1597.0,3.0,978300025
141,2,3809.0,3.0,978299712
142,2,1954.0,5.0,978298841
143,2,1955.0,4.0,978299200
144,2,235.0,3.0,978299351
145,2,1124.0,5.0,978299418
146,2,1957.0,5.0,978298750
147,2,163.0,4.0,978299809
148,2,21.0,1.0,978299839
149,2,165.0,3.0,978300002
150,2,2321.0,3.0,978299666
151,2,1090.0,2.0,978298580
152,2,380.0,5.0,978299809
153,2,2501.0,5.0,978298600
154,2,349.0,4.0,978299839
155,2,457.0,4.0,978299773
156,2,1096.0,4.0,978299386
157,2,920.0,5.0,978298775
158,2,459.0,3.0,978300002
159,2,1527.0,4.0,978299839
160,2,3418.0,4.0,978299809
161,2,1385.0,3.0,978299966
162,2,3451.0,4.0,978298924
163,2,3095.0,4.0,978298517
164,2,780.0,3.0,978299966
165,2,498.0,3.0,978299418
166,2,2728.0,3.0,978298881
167,2,2002.0,5.0,978300100
168,2,1962.0,5.0,978298813
169,2,1784.0,5.0,978298841
170,2,2943.0,4.0,978298372
171,2,2006.0,3.0,978299861
172,2,318.0,5.0,978298413
173,2,1207.0,4.0,978298478
174,2,1968.0,2.0,978298881
175,2,3678.0,3.0,978299250
176,2,1244.0,3.0,978299143
177,2,356.0,5.0,978299686
178,2,1245.0,2.0,978299200
179,2,1246.0,5.0,978299418
180,2,3893.0,1.0,978299535
181,2,1247.0,5.0,978298652
182,3,3421.0,4.0,978298147
183,3,1641.0,2.0,978298430
184,3,648.0,3.0,978297867
185,3,1394.0,4.0,978298147
186,3,3534.0,3.0,978297068
187,3,104.0,4.0,978298486
188,3,2735.0,4.0,978297867
189,3,1210.0,4.0,978297600
190,3,1431.0,3.0,978297095
191,3,3868.0,3.0,978298486
192,3,1079.0,5.0,978298296
193,3,2997.0,3.0,978298147
194,3,1615.0,5.0,978297710
195,3,1291.0,4.0,978297600
196,3,1259.0,5.0,978298296
197,3,653.0,4.0,978297757
198,3,2167.0,5.0,978297600
199,3,1580.0,3.0,978297663
200,3,3619.0,2.0,978298201
201,3,260.0,5.0,978297512
202,3,2858.0,4.0,978297039
203,3,3114.0,3.0,978298103
204,3,1049.0,4.0,978297805
205,3,1261.0,1.0,978297663
206,3,552.0,4.0,978297837
207,3,480.0,4.0,978297690
208,3,1265.0,2.0,978298316
209,3,1266.0,5.0,978297396
210,3,733.0,5.0,978297757
211,3,1196.0,4.0,978297539
212,3,590.0,4.0,978297439
213,3,2355.0,5.0,978298430
214,3,1197.0,5.0,978297570
215,3,1198.0,5.0,978297570
216,3,1378.0,5.0,978297419
217,3,593.0,3.0,978297018
218,3,1379.0,4.0,978297419
219,3,3552.0,5.0,978298459
220,3,1304.0,5.0,978298166
221,3,1270.0,3.0,978298231
222,3,2470.0,4.0,978297777
223,3,3168.0,4.0,978297570
224,3,2617.0,2.0,978297837
225,3,1961.0,4.0,978297095
226,3,3671.0,5.0,978297419
227,3,2006.0,4.0,978297757
228,3,2871.0,4.0,978297539
229,3,2115.0,4.0,978297777
230,3,1968.0,4.0,978297068
231,3,1136.0,5.0,978298079
232,3,2081.0,4.0,978298504
233,4,3468.0,5.0,978294008
234,4,1210.0,3.0,978293924
235,4,2951.0,4.0,978294282
236,4,1214.0,4.0,978294260
237,4,1036.0,4.0,978294282
238,4,260.0,5.0,978294199
239,4,2028.0,5.0,978294230
240,4,480.0,4.0,978294008
241,4,1196.0,2.0,978294199
242,4,1198.0,5.0,978294199
243,4,1954.0,5.0,978294282
244,4,1097.0,4.0,978293964
245,4,3418.0,4.0,978294260
246,4,3702.0,4.0,978294260
